SUBSTÂNCIA,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN 1,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 17%,PF 17% ALC,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 20%,PMC 0%,PMC 12%,PMC 17%,PMC 17% ALC,"PMC 17,5%","PMC 17,5% ALC",PMC 18%,PMC 18% ALC,PMC 20%,RESTRIÇÃO HOSPITALAR,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),COMERCIALIZAÇÃO 2020,TARJA
CLORIDRATO DE FINGOLIMODE,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526532501115315,1006810760031,7896261017559,7896261018617,    -     ,GILENYA,"0,5 MG CAP GEL DURA CT BL AL PLAS TRANS X 28",N7A - PRODUTOS PARA ESCLEROSE MÚLTIPLA,Novo,Regulado,5740.8,6429.7,7430.08,7945.36,6916.63,8000.86,6958.55,8057.13,7000.98,8290.4,8625.21,9924.98,10590.57,9561.84,10662.1,9619.79,10734.58,9678.44,11034.8,Não,Sim,Não,Não,,Negativa,Sim,Tarja Vermelha
DIMALEATO DE AFATINIBE,60.831.658/0001-77,BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.,504516050020602,1036701740031,7896026306096,    -     ,    -     ,GIOTRIF,40 MG COM REV CT ENVOL BL AL PLAS TRANS X 28,"L1H2 - INIBIDORES PREOTEÍNA KINASE ANTINEOPLÁSICOS, EGFR",Novo,Regulado,3695.21,4138.64,4782.56,5114.23,4452.06,5149.95,4479.05,5186.18,4506.36,5336.33,5551.84,6388.47,6816.88,6154.71,6862.92,6192.02,6909.59,6229.78,7102.83,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
DIMALEATO DE AFATINIBE,60.831.658/0001-77,BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.,504516050020502,1036701740023,7896026306102,    -     ,    -     ,GIOTRIF,30 MG COM REV CT ENVOL BL AL PLAS TRANS X 28,"L1H2 - INIBIDORES PREOTEÍNA KINASE ANTINEOPLÁSICOS, EGFR",Novo,Regulado,2771.41,3103.98,3586.92,3835.67,3339.05,3862.47,3359.29,3889.63,3379.77,4002.24,4163.88,4791.35,5112.66,4616.04,5147.2,4644.02,5182.19,4672.33,5327.11,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
CLORIDRATO DE METFORMINA,03.485.572/0001-04,GEOLAB INDÚSTRIA FARMACÊUTICA S/A,510405703111417,1542300400031,7899095211063,    -     ,    -     ,GLICEFOR,850 MG COM CT BL AL PLAS INC X 1000 (EMB HOSP),A10J1 - ANTIDIABÉTICOS BIGUANIDAS PUROS,Similar,Regulado,605.07,605.07,687.58,729.0,729.0,733.42,733.42,737.89,737.89,756.34,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GLICEROL,06.628.333/0001-46,FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA,508301102179416,1108500120010,7898166040175,    -     ,    -     ,GLICERINA 12%,120 MG/ML ENEMA CX 24 FR PLAS TRANS X 500 ML+ ACESSÓRIO,A6A4 - LAXANTES ENEMAS,Específico,Regulado,105.72,118.41,136.83,146.32,127.38,147.34,128.15,148.38,128.93,152.68,,,,,,,,,,Sim,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
GLICINA,55.972.087/0001-50,JP INDUSTRIA FARMACEUTICA S/A,514917060009804,1049100680011,7896137641505,    -     ,    -     ,"GLICINA JP 1,5%",15 MG/ML SOL IRR CX 5 BOLS PVC SIST FECH X 3000 ML,K5A4 - SOLUÇÕES DE IRRIGAÇÃO - GLICINA,Específico,Regulado,154.94,154.94,176.07,186.67,186.67,187.81,187.81,188.95,188.95,193.68,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
SULFATO DE GLICOSAMINA,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,500514902134418,1057304030030,7896658011573,    -     ,    -     ,GLICOLIVE,"1500 MG PÓ OR CT 30 ENV PAPEL PLAS AL PLAS X 3,95G",M5X - TODOS OS OUTROS FÁRMACOS COM AÇÃO MÚSCULO-ESQUELÉTICA,Similar,Regulado,135.12,135.12,153.55,162.8,162.8,163.78,163.78,164.78,164.78,168.9,186.8,212.27,225.06,225.06,226.42,226.42,227.8,227.8,233.49,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GLICONATO DE CÁLCIO,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509507601152413,1004101360035,7897947701755,    -     ,    -     ,GLICONATO DE CÁLCIO,100 MG/ML SOL INJ IV CX 100 AMP VD TRANS X 10 ML ,V3G2 - PRODUTOS PARA HIPERFOSFATEMIA,Específico,Regulado,153.84,153.84,174.82,185.35,185.35,186.47,186.47,187.61,187.61,192.3,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GLIBENCLAMIDA,17.875.154/0001-20,MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.,525115050024303,1091700640028,7896862917616,    -     ,    -     ,GLICONIL,5 MG COM CT  BL AL PLAS PVC TRANS X 500,A10H - ANTIDIABÉTICOS SULFONILOURÉIAS PUROS,Similar,Regulado,104.03,104.03,118.22,125.34,125.34,126.1,126.1,126.87,126.87,130.04,,,,,,,,,,Sim,Não,Sim,Não,,Positiva,Sim,Tarja Vermelha
GLICOSE,04.459.117/0001-99,SAMTEC BIOTECNOLOGIA LIMITADA,539013090001203,1559200060081,17898415823013,    -     ,    -     ,GLICOSE,25% SOL INJ CX 200 AMP PLAS TRANS X 10 ML ,K4C - SOLUÇÕES CALÓRICAS <100ML,Específico,Regulado,107.13,107.13,121.74,129.07,129.07,129.85,129.85,130.65,130.65,133.91,148.1,168.3,178.43,178.43,179.51,179.51,180.62,180.62,185.12,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GLICOSE,04.459.117/0001-99,SAMTEC BIOTECNOLOGIA LIMITADA,539016100004803,1559200060136,7898415823129,    -     ,    -     ,GLICOSE,50% SOL INJ CX 200 AMP PLAS TRANS X 20 ML ,K4C - SOLUÇÕES CALÓRICAS <100ML,Específico,Regulado,226.41,226.41,257.28,272.78,272.78,274.44,274.44,276.11,276.11,283.01,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GLICOSE,04.459.117/0001-99,SAMTEC BIOTECNOLOGIA LIMITADA,539013090001403,1559200060047,17898415823112,    -     ,    -     ,GLICOSE,50% SOL INJ CX 200 AMP PLAS TRANS X 10 ML ,K4C - SOLUÇÕES CALÓRICAS <100ML,Específico,Regulado,113.53,113.53,129.01,136.78,136.78,137.61,137.61,138.45,138.45,141.91,156.95,178.35,189.09,189.09,190.24,190.24,191.4,191.4,196.18,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GLICOSE,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511216120032303,1031100132044,7896727841049,    -     ,    -     ,GLICOSE  HALEX ISTAR,50 MG/ML SOL INJ IV CX 100 BOLS PP TRANS SIST FECH X 100 ML ,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,552.43,552.43,627.76,665.58,665.58,669.61,669.61,673.7,673.7,690.54,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GLICOSE,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511216120032603,1031100132079,7896727841124,    -     ,    -     ,GLICOSE  HALEX ISTAR,50 MG/ML SOL INJ IV CX 15 BOLS PP TRANS SIST FECH X 1000 ML,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,124.77,124.77,141.78,150.33,150.33,151.24,151.24,152.16,152.16,155.96,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GLICOSE,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511216120032503,1031100132060,7896727841117,    -     ,    -     ,GLICOSE  HALEX ISTAR,50 MG/ML SOL INJ IV CX 30 BOLS PP TRANS SIST FECH X 500 ML,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,183.11,183.11,208.08,220.61,220.61,221.95,221.95,223.3,223.3,228.89,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GLICOSE,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511216120032403,1031100132052,7896727841100,    -     ,    -     ,GLICOSE  HALEX ISTAR,50 MG/ML SOL INJ IV CX 50 BOLS PP TRANS SIST FECH X 250 ML,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,240.57,240.57,273.38,289.84,289.84,291.6,291.6,293.38,293.38,300.71,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GLICOSE;CLORETO DE SÓDIO,06.628.333/0001-46,FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA,508303904159413,1108500380039,7898166040045,    -     ,    -     ,GLICOSE + CLORETO DE SÓDIO FARMACE,50 MG + 9MG/ML SOL INJ IV CX 24 FR PLAS TRANS SIST FECH X 500ML EMB HOSP ,K1B2 - SOLUÇÕES DE CLORETO SÓDIO COM CARBOHIDRATO,Específico,Regulado,154.22,154.22,175.25,185.81,185.81,186.93,186.93,188.07,188.07,192.78,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GLICOSE;CLORETO DE SÓDIO,31.673.254/0001-02,LABORATÓRIOS B. BRAUN S/A,520902303151316,1008500060100,7891543000144,    -     ,    -     ,"GLICOSE A 5% + CLORETO DE SÓDIO A 0,9%",50 MG/ML + 9 MG/ML SOL INJ IV CX 20 FA PLAS TRANS SIST FECH X 500 ML,K1B2 - SOLUÇÕES DE CLORETO SÓDIO COM CARBOHIDRATO,Específico,Regulado,128.53,128.53,146.06,154.86,154.86,155.79,155.79,156.74,156.74,160.66,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GLICOSE,47.231.121/0001-08,BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA,503317120008503,1034600050221,7898170784393,    -     ,    -     ,GLICOSE BEKER,50 MG/ML SOL INJ IV CX 50 BOLS PP TRANS SIST FECH X 250 ML,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,239.73,239.73,272.42,288.83,288.83,290.58,290.58,292.35,292.35,299.66,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GLICOSE,47.231.121/0001-08,BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA,503301306156417,1034600050181,7898170783143,    -     ,    -     ,GLICOSE BEKER,100 MG/ML SOL INJ IV CX 14 BOLS PVC TRANS SIST FECH X 1000 ML ,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,151.76,151.76,172.45,182.84,182.84,183.95,183.95,185.07,185.07,189.7,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GLICOSE,47.231.121/0001-08,BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA,503301307152415,1034600050173,7898170783136,    -     ,    -     ,GLICOSE BEKER,100 MG/ML SOL INJ IV CX 24 BOLS PVC TRANS SIST FECH X 500 ML ,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,183.42,183.42,208.43,220.99,220.99,222.33,222.33,223.68,223.68,229.28,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GLICOSE,47.231.121/0001-08,BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA,503301304153410,1034600050157,7898170783044,    -     ,    -     ,GLICOSE BEKER,50 MG/ML SOL INJ IV CX 14 BOLS PVC TRANS SIST FECH X 1000 ML,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,116.75,116.75,132.67,140.66,140.66,141.52,141.52,142.38,142.38,145.94,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GLICOSE,47.231.121/0001-08,BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA,503301303157412,1034600050149,7898170783037,    -     ,    -     ,GLICOSE BEKER,50 MG/ML SOL INJ IV CX 24 BOLS PVC TRANS SIST FECH X 500 ML,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,146.73,146.73,166.74,176.78,176.78,177.85,177.85,178.94,178.94,183.41,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GLICOSE,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511220090042607,1031101770087,7896727870667,    -     ,    -     ,GLICOSE HALEX ISTAR,50 MG/ML SOL INJ IV CX 50 BOLS PLAS TRANS SIST FECH X 250 ML,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,230.91,230.91,262.4,278.2,278.2,279.89,279.89,281.6,281.6,288.64,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GLICOSE,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511220090040907,1031101770109,7896727870681,    -     ,    -     ,GLICOSE HALEX ISTAR,50 MG/ML SOL INJ IV CX 30 BOLS PLAS TRANS SIST FECH X 500 ML,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,175.52,175.52,199.45,211.47,211.47,212.75,212.75,214.05,214.05,219.4,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GLICOSE,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511220090042407,1031101770125,7896727870704,    -     ,    -     ,GLICOSE HALEX ISTAR,50 MG/ML SOL INJ IV CX 15 BOLS PLAS TRANS SIST FECH X 1000 ML,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,119.72,119.72,136.05,144.24,144.24,145.12,145.12,146.0,146.0,149.65,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GLICOSE,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511220090041207,1031101770060,7896727870643,    -     ,    -     ,GLICOSE HALEX ISTAR,50 MG/ML SOL INJ IV CX 100 BOLS PLAS TRANS SIST FECH X 100 ML,K1B3 - SOLUÇÕES CARBOHIDRATOS <10%,Específico,Regulado,321.68,321.68,365.55,387.57,387.57,389.92,389.92,392.29,392.29,402.1,,,,,,,,,,Sim,Não,Não,Não,(7),Positiva,Sim,Tarja Vermelha
MESILATO DE IMATINIBE,57.507.378/0003-65,EMS S/A,541814030007004,1023511640034,7896004739762,7896004767192,    -     ,GLIMATIN,400 MG COM REV CT BL AL PLAS OPC X 30,"L1H1 - INIBIDORES PREOTEÍNA KINASE ANTINEOPLÁSICOS, BCR-ABL",Similar,Regulado,13048.86,13048.86,,,,,,,,,18039.28,,,,,,,,,Não,Não,Sim,Sim,,Positiva,Sim,Tarja Vermelha
MESILATO DE IMATINIBE,57.507.378/0003-65,EMS S/A,541814030006904,1023511640018,7896004739755,7896004767185,    -     ,GLIMATIN,100 MG COM REV CT BL AL PLAS OPC X 60,"L1H1 - INIBIDORES PREOTEÍNA KINASE ANTINEOPLÁSICOS, BCR-ABL",Similar,Regulado,6737.83,6737.83,,,,,,,,,9314.65,,,,,,,,,Não,Não,Sim,Sim,,Positiva,Sim,Tarja Vermelha
SUCCINATO SÓDICO DE HIDROCORTISONA,06.629.745/0001-09,NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA,526301404157413,1140200120061,7898208147947,    -     ,    -     ,GLIOCORT,500 MG PO LIOF SOL INJ IM IV CX 50 FA VD TRANS,H2A1 - CORTICOSTERÓIDES INJETÁVEIS PUROS,Similar,Regulado,474.66,474.66,539.39,571.88,571.88,575.35,575.35,578.85,578.85,593.33,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
MESILATO DE IMATINIBE,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526507103111211,1006801740082,7896261009431,    -     ,    -     ,GLIVEC,400 MG COM REV CT BL AL PVC/PE/PVDC X 30,"L1H1 - INIBIDORES PREOTEÍNA KINASE ANTINEOPLÁSICOS, BCR-ABL",Novo,Regulado,13885.77,13885.77,,,,,,,,,19196.26,,,,,,,,,Não,Não,Não,Sim,,Positiva,Sim,Tarja Vermelha
MESILATO DE IMATINIBE,56.994.502/0001-30,NOVARTIS BIOCIENCIAS S.A,526507102113210,1006801740074,7896261009448,    -     ,    -     ,GLIVEC,100 MG COM REV CT BL AL PVC/PE/PVDC X 60,"L1H1 - INIBIDORES PREOTEÍNA KINASE ANTINEOPLÁSICOS, BCR-ABL",Novo,Regulado,6942.87,6942.87,,,,,,,,,9598.11,,,,,,,,,Não,Não,Não,Sim,,Positiva,Sim,Tarja Vermelha
GLUCAGON,82.277.955/0001-55,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,526600201150415,1176600140018,7897705200391,    -     ,    -     ,GLUCAGEN,1 UI/MG PO LIOF SOL INJ EST PLAST 1 FA VD TRANS + SER PREENC VD TRANS X 1 ML (HYPOKIT),H4B - GLUCAGON,Similar,Regulado,119.23,119.23,135.49,143.65,143.65,144.52,144.52,145.4,145.4,149.04,164.83,187.31,198.59,198.59,199.79,199.79,201.01,201.01,206.04,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ANTIMONIATO DE MEGLUMINA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720020056217,1832603220015,7891058000349,    -     ,    -     ,GLUCANTIME,300 MG/ML SOL INJ CX 50 AMP VD TRANS X 5 ML,P1G - OUTROS ANTIPARASITÁRIOS,Novo,Regulado,320.48,320.48,364.18,386.12,386.12,388.46,388.46,390.83,390.83,400.6,443.04,503.46,533.79,533.79,537.02,537.02,540.3,540.3,553.81,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GLICEROFOSFATO DE SÓDIO,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509503901151411,1004199370018,7897947705173,    -     ,    -     ,GLYCOPHOS,216 MG/ML SOL INFUS CT 10 FR AMP PLAS X 20 ML ,K4A1 - SOLUÇÕES ELECTROLÍTICAS (<=20ML),Novo,Regulado,836.95,836.95,951.08,1008.37,1008.37,1014.48,1014.48,1020.67,1020.67,1046.19,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ACETATO DE TERLIPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400302157318,1287600060032,7896165600420,    -     ,    -     ,GLYPRESSIN,1 MG PO LIOF INJ CT FA VD TRANS + DIL AMP VD TRANS X 5 ML,B2G - HEMOSTÁTICOS SISTÊMICOS,Novo,Regulado,260.77,260.77,296.33,314.18,314.18,316.08,316.08,318.01,318.01,325.96,360.5,409.66,434.34,434.34,436.96,436.96,439.63,439.63,450.62,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ACETATO DE TERLIPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521418020006303,1287600060067,7896165600895,    -     ,    -     ,GLYPRESSIN,"0,12 MG/ML SOL INJ CT 1 AMP VD TRANS X 8,5 ML",B2G - HEMOSTÁTICOS SISTÊMICOS,Novo,Regulado,260.77,260.77,296.33,314.18,314.18,316.08,316.08,318.01,318.01,325.96,360.5,409.66,434.34,434.34,436.96,436.96,439.63,439.63,450.62,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
EMPAGLIFLOZINA;LINAGLIPTINA,60.831.658/0001-77,BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.,504519040021605,1036701760040,7896026306751,    -     ,    -     ,GLYXAMBI,25 MG + 5 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,A10P5 - COMBINAÇÕES ANTIDIABÉTICAS DE INIBIDORES DE SGLT2 E DPP-IV,Novo,Regulado,217.57,243.68,281.59,301.12,262.13,303.23,263.72,305.36,265.33,314.2,326.89,376.14,401.37,362.38,404.09,364.58,406.83,366.8,418.21,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
EMPAGLIFLOZINA;LINAGLIPTINA,60.831.658/0001-77,BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA.,504519040021505,1036701760024,7896026306720,    -     ,    -     ,GLYXAMBI,10 MG + 5 MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 30,A10P5 - COMBINAÇÕES ANTIDIABÉTICAS DE INIBIDORES DE SGLT2 E DPP-IV,Novo,Regulado,217.57,243.68,281.59,301.12,262.13,303.23,263.72,305.36,265.33,314.2,326.89,376.14,401.37,362.38,404.09,364.58,406.83,366.8,418.21,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
ALFAFOLITROPINA,33.069.212/0001-84,MERCK S/A,525413010043903,1008903630101,7891721027819,    -     ,    -     ,GONAL F,"450 UI (33 MCG) SOL INJ SC CT  CAN APLIC CAR VD TRANS X 0,75 ML    ",G3G - GONADOTROFINAS INCLUINDO OUTROS ESTIMULANTES PARA OVULAÇÃO,Biológicos,Regulado,949.84,949.84,1079.36,1144.39,1144.39,1151.32,1151.32,1158.34,1158.34,1187.3,1313.1,1492.15,1582.05,1582.05,1591.63,1591.63,1601.34,1601.34,1641.37,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ALFAFOLITROPINA,33.069.212/0001-84,MERCK S/A,525413010044003,1008903630118,7891721027826,    -     ,    -     ,GONAL F,"900 UI (66 MCG) SOL INJ SC CT CAN APLIC CAR VD TRANS X 1,5 ML ",G3G - GONADOTROFINAS INCLUINDO OUTROS ESTIMULANTES PARA OVULAÇÃO,Biológicos,Regulado,1899.67,1899.67,2158.72,2288.76,2288.76,2302.63,2302.63,2316.67,2316.67,2374.59,2626.18,2984.3,3164.08,3164.08,3183.25,3183.25,3202.66,3202.66,3282.73,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ALFAFOLITROPINA,33.069.212/0001-84,MERCK S/A,525421301152414,1008903630010,7891721026027,    -     ,    -     ,GONAL F,75 UI PO LIOF INJ CT FA VD INC + SER VD DIL X 1 ML,G3G - GONADOTROFINAS INCLUINDO OUTROS ESTIMULANTES PARA OVULAÇÃO,Biológicos,Regulado,158.31,158.31,179.9,190.73,190.73,191.89,191.89,193.06,193.06,197.89,218.85,248.7,263.67,263.67,265.28,265.28,266.89,266.89,273.57,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ALFAFOLITROPINA,33.069.212/0001-84,MERCK S/A,525413010043803,1008903630096,7891721027802,    -     ,    -     ,GONAL F,"300 UI (22 MCG) SOL INJ SC CT CAN APLIC CARVD TRANS X 0,5 ML     ",G3G - GONADOTROFINAS INCLUINDO OUTROS ESTIMULANTES PARA OVULAÇÃO,Biológicos,Regulado,633.2,633.2,719.55,762.89,762.89,767.52,767.52,772.19,772.19,791.5,875.36,994.74,1054.65,1054.65,1061.05,1061.05,1067.51,1067.51,1094.2,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ACETATO DE TRIPTORRELINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521401501153418,1287600140011,7896165600291,    -     ,    -     ,GONAPEPTYL DAILY,"0,1MG/ML SOL INJ CT 7 SER VD 1ML",H1C1 - HORMÔNIOS LIBERADORES DE GONADOTROFINA,Novo,Regulado,235.66,235.66,267.8,283.93,283.93,285.65,285.65,287.39,287.39,294.58,325.79,370.22,392.52,392.52,394.89,394.89,397.3,397.3,407.24,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ACETATO DE TRIPTORRELINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400401155410,1287600090012,7896165600185,    -     ,    -     ,GONAPEPTYL DEPOT,"3,75 MG MICROCAP LIB LENTA CT SER PRE ENV X 1 ML ",L2A3 - ANÁLOGOS HORMONAIS DE LIBERAÇÃO DE GONADOTROFINAS CITOSTÁTICOS,Similar,Regulado,555.95,555.95,631.76,669.82,669.82,673.88,673.88,677.99,677.99,694.94,768.57,873.37,925.99,925.99,931.6,931.6,937.28,937.28,960.71,Não,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE GRANISETRONA,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533018090067804,1049714170079,7896006211532,    -     ,    -     ,GRANDAX,1 MG/ML SOL INJ IV CT 10 AMP VD TRANS X 3 ML,"A4A1 - ANTIEMÉTICOS E ANTINAUSEANTES, ANTAGONISTAS DA SEROTONINA",Similar,Regulado,1220.18,1220.18,1386.57,1470.1,1470.1,1479.01,1479.01,1488.02,1488.02,1525.23,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
FILGRASTIM,18.774.815/0001-93,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,544117060003807,1024400060038,7898609960503,    -     ,    -     ,GRANULOKINE,30 MU/ML SOL INJ CT 4 FA VD TRANS X 1 ML,L3A1 - FATORES ESTIMULANTES DE COLÔNIAS,Biológico,Regulado,1805.52,1805.52,2051.73,2175.32,2175.32,2188.51,2188.51,2201.85,2201.85,2256.9,,,,,,,,,,Sim,Não,Sim,Não,,Positiva,Sim,Tarja Vermelha
FILGRASTIM,18.774.815/0001-93,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,544117060003907,1024400060046,7898609960534,    -     ,    -     ,GRANULOKINE,"60 MU/ML SOL INJ CT 1 SER PREENC X 0,5 ML + DISPOSITIVO DE SEGURANÇA",L3A1 - FATORES ESTIMULANTES DE COLÔNIAS,Biológico,Regulado,452.54,452.54,514.25,545.23,545.23,548.53,548.53,551.88,551.88,565.68,,,,,,,,,,Sim,Não,Sim,Não,,Positiva,Sim,Tarja Vermelha
FATOR DE VON WILLEBRAND,62.969.589/0001-98,CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,502612020006003,1015101060096,7897499451078,    -     ,    -     ,HAEMATE P,1000 UI + 2400 UI PO LIOF SOL INJ CT FA VD TRANS + FA VD TRANS DIL X 15 ML + DISP TRANSF C/ FLTR,B2D1 - FATOR VIII,Biológico,Regulado,2446.32,2739.88,3166.17,3385.75,2947.37,3409.39,2965.24,3433.37,2983.32,3532.78,3675.45,4229.32,4512.95,4074.57,4543.42,4099.27,4574.31,4124.26,4702.25,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
FATOR VIII DE COAGULAÇÃO,62.969.589/0001-98,CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA,502600904154413,1015101060053,7897499450781,    -     ,    -     ,HAEMATE P,500 UI + 1200 UI PO LIOF INJ CT FA VD INC + FA VD INC DIL X 10 ML + DISP TRANSFERÊNCIA&nbsp;01,B2D1 - FATOR VIII,Biológico,Regulado,1223.18,1369.96,1583.11,1692.9,1473.71,1704.72,1482.64,1716.71,1491.68,1766.41,,,,,,,,,,Sim,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
